Orbital Forcing (Laskar et al 2004)
Downloaded from http://www.imcce.fr/Equipes/ASD/insola/earth/online/
20 Myr-ago to present
Reference: A&A 428, 261-285 (2004), DOI: 10.1051/0004-6361:20041335,
Laskar, J., Robutel, P., Joutel, F., Gastineau, M., Correia, A.C.M., Levrard, B. : 2004,
A long term numerical solution for the insolation quantities of the Earth.
Time (1000 Julian Years)   Ecc  Prec  Obl
  -11669.000       0.006830      -0.006821       0.410059
  -11668.000       0.007669      -0.007446       0.407535
  -11667.000       0.008609      -0.007705       0.404919
  -11666.000       0.009553      -0.007359       0.402272
  -11665.000       0.010545      -0.006216       0.399671
  -11664.000       0.011666      -0.004262       0.397183
  -11663.000       0.012676      -0.001339       0.394875
  -11662.000       0.013800       0.002313       0.392817
  -11661.000       0.014923       0.006437       0.391062
  -11660.000       0.016031       0.010714       0.389658
  -11659.000       0.017168       0.014641       0.388648
  -11658.000       0.018288       0.017661       0.388056
  -11657.000       0.019446       0.019434       0.387895
  -11656.000       0.020569       0.019474       0.388172
  -11655.000       0.021664       0.017583       0.388873
  -11654.000       0.022825       0.013821       0.389974
  -11653.000       0.023906       0.008274       0.391444
  -11652.000       0.024937       0.001409       0.393232
  -11651.000       0.026059      -0.006181       0.395288
  -11650.000       0.027042      -0.013821       0.397553
  -11649.000       0.028047      -0.020758       0.399957
  -11648.000       0.029031      -0.026220       0.402440
  -11647.000       0.029984      -0.029659       0.404938
  -11646.000       0.030905      -0.030573       0.407384
  -11645.000       0.031803      -0.028773       0.409723
  -11644.000       0.032656      -0.024258       0.411907
  -11643.000       0.033559      -0.017399       0.413886
  -11642.000       0.034290      -0.008573       0.415626
  -11641.000       0.035121       0.001322       0.417096
  -11640.000       0.035883       0.011598       0.418271
  -11639.000       0.036545       0.021223       0.419137
  -11638.000       0.037260       0.029406       0.419686
  -11637.000       0.037888       0.035294       0.419912
  -11636.000       0.038491       0.038367       0.419820
  -11635.000       0.039025       0.038186       0.419420
  -11634.000       0.039546       0.034752       0.418725
  -11633.000       0.040038       0.028203       0.417759
  -11632.000       0.040416       0.019115       0.416550
  -11631.000       0.040805       0.008136       0.415126
  -11630.000       0.041176      -0.003715       0.413524
  -11629.000       0.041415      -0.015459       0.411783
  -11628.000       0.041683      -0.026066       0.409939
  -11627.000       0.041909      -0.034515       0.408036
  -11626.000       0.042046      -0.040067       0.406111
  -11625.000       0.042208      -0.042204       0.404203
  -11624.000       0.042254      -0.040611       0.402347
  -11623.000       0.042374      -0.035524       0.400581
  -11622.000       0.042341      -0.027255       0.398934
  -11621.000       0.042321      -0.016631       0.397440
  -11620.000       0.042316      -0.004494       0.396127
  -11619.000       0.042195       0.007920       0.395021
  -11618.000       0.042079       0.019671       0.394142
  -11617.000       0.041969       0.029550       0.393508
  -11616.000       0.041780       0.036816       0.393128
  -11615.000       0.041569       0.040764       0.393010
  -11614.000       0.041352       0.041158       0.393152
  -11613.000       0.041078       0.037961       0.393549
  -11612.000       0.040802       0.031584       0.394188
  -11611.000       0.040442       0.022612       0.395056
  -11610.000       0.040131       0.011892       0.396130
  -11609.000       0.039763       0.000413       0.397389
  -11608.000       0.039330      -0.010858       0.398806
  -11607.000       0.038954      -0.020931       0.400350
  -11606.000       0.038549      -0.029094       0.401989
  -11605.000       0.038032      -0.034577       0.403691
  -11604.000       0.037650      -0.037249       0.405416
  -11603.000       0.037132      -0.036780       0.407128
  -11602.000       0.036671      -0.033491       0.408788
  -11601.000       0.036163      -0.027680       0.410357
  -11600.000       0.035658      -0.019934       0.411799
  -11599.000       0.035169      -0.010885       0.413079
  -11598.000       0.034602      -0.001397       0.414163
  -11597.000       0.034084       0.007943       0.415028
  -11596.000       0.033565       0.016328       0.415650
  -11595.000       0.032970       0.023205       0.416012
  -11594.000       0.032423       0.028155       0.416106
  -11593.000       0.031880       0.030892       0.415927
  -11592.000       0.031269       0.031262       0.415477
  -11591.000       0.030712       0.029436       0.414769
  -11590.000       0.030116       0.025569       0.413817
  -11589.000       0.029549       0.020020       0.412640
  -11588.000       0.028942       0.013331       0.411269
  -11587.000       0.028349       0.005979       0.409733
  -11586.000       0.027825      -0.001555       0.408072
  -11585.000       0.027187      -0.008551       0.406331
  -11584.000       0.026653      -0.014758       0.404552
  -11583.000       0.026120      -0.019638       0.402787
  -11582.000       0.025563      -0.022962       0.401092
  -11581.000       0.025021      -0.024569       0.399513
  -11580.000       0.024566      -0.024507       0.398103
  -11579.000       0.024031      -0.022701       0.396908
  -11578.000       0.023593      -0.019567       0.395962
  -11577.000       0.023137      -0.015263       0.395297
  -11576.000       0.022744      -0.010135       0.394934
  -11575.000       0.022361      -0.004607       0.394877
  -11574.000       0.021990       0.000958       0.395130
  -11573.000       0.021738       0.006341       0.395680
  -11572.000       0.021455       0.011080       0.396504
  -11571.000       0.021225       0.015065       0.397579
  -11570.000       0.021143       0.018148       0.398867
  -11569.000       0.021000       0.020084       0.400328
  -11568.000       0.020980       0.020946       0.401919
  -11567.000       0.021044       0.020698       0.403592
  -11566.000       0.021122       0.019300       0.405294
  -11565.000       0.021314       0.016861       0.406978
  -11564.000       0.021535       0.013526       0.408593
  -11563.000       0.021879       0.009294       0.410091
  -11562.000       0.022247       0.004419       0.411432
  -11561.000       0.022681      -0.000870       0.412576
  -11560.000       0.023218      -0.006453       0.413490
  -11559.000       0.023805      -0.011948       0.414154
  -11558.000       0.024375      -0.016984       0.414549
  -11557.000       0.025126      -0.021414       0.414670
  -11556.000       0.025825      -0.024677       0.414518
  -11555.000       0.026579      -0.026552       0.414101
  -11554.000       0.027412      -0.026804       0.413436
  -11553.000       0.028249      -0.025183       0.412548
  -11552.000       0.029093      -0.021600       0.411462
  -11551.000       0.029995      -0.016286       0.410211
  -11550.000       0.030894      -0.009279       0.408834
  -11549.000       0.031812      -0.001092       0.407365
  -11548.000       0.032735       0.007703       0.405846
  -11547.000       0.033638       0.016518       0.404316
  -11546.000       0.034633       0.024627       0.402812
  -11545.000       0.035480       0.031142       0.401378
  -11544.000       0.036430       0.035564       0.400047
  -11543.000       0.037369       0.037288       0.398854
  -11542.000       0.038190       0.035855       0.397830
  -11541.000       0.039119       0.031407       0.396998
  -11540.000       0.039950       0.023995       0.396376
  -11539.000       0.040780       0.014089       0.395979
  -11538.000       0.041590       0.002616       0.395809
  -11537.000       0.042356      -0.009612       0.395863
  -11536.000       0.043139      -0.021527       0.396137
  -11535.000       0.043842      -0.031904       0.396615
  -11534.000       0.044493      -0.039827       0.397283
  -11533.000       0.045243      -0.044604       0.398122
  -11532.000       0.045776      -0.045413       0.399110
  -11531.000       0.046391      -0.042354       0.400223
  -11530.000       0.046955      -0.035506       0.401441
  -11529.000       0.047443      -0.025299       0.402734
  -11528.000       0.047911      -0.012732       0.404078
  -11527.000       0.048335       0.001106       0.405446
  -11526.000       0.048716       0.015223       0.406810
  -11525.000       0.049030       0.028055       0.408143
  -11524.000       0.049282       0.038658       0.409423
  -11523.000       0.049552       0.046077       0.410621
  -11522.000       0.049687       0.049507       0.411719
  -11521.000       0.049809       0.048751       0.412699
  -11520.000       0.049913       0.043862       0.413542
